%$Well : Cockburn1 : 04/04/2013 13:01:25
%DEPTH      PERM_F1    PHI        
%M          mD         Dec        
439.3692   443.3968   0.2316     
439.5216   443.6721   0.2316     
439.6740   444.9095   0.2316     
439.8264   446.6974   0.2317     
439.9788   448.1223   0.2318     
440.1312   449.0055   0.2319     
440.2836   449.4177   0.2319     
440.4360   450.1276   0.2319     
440.5884   450.3214   0.2319     
440.7408   449.2912   0.2319     
440.8932   447.5234   0.2318     
441.0456   445.1465   0.2317     
441.1980   443.0831   0.2315     
441.3504   440.9715   0.2314     
441.5028   438.7433   0.2313     
441.6552   436.2274   0.2312     
441.8076   432.1763   0.2310     
441.9600   426.0302   0.2306     
442.1124   420.0125   0.2303     
442.2648   414.2325   0.2300     
442.4172   410.0291   0.2298     
442.5696   407.9813   0.2296     
442.7220   406.4386   0.2296     
442.8744   405.9235   0.2295     
443.0268   409.0969   0.2297     
443.1792   414.0479   0.2300     
443.3316   419.9222   0.2303     
443.4840   426.3339   0.2307     
443.6364   428.0359   0.2307     
443.7888   427.8298   0.2307     
443.9412   426.1624   0.2306     
444.0936   423.6217   0.2305     
444.2460   421.3052   0.2304     
444.3984   419.9266   0.2303     
444.5508   418.5972   0.2302     
444.7032   416.5988   0.2301     
444.8556   413.6881   0.2300     
445.0080   411.5089   0.2298     
445.1604   410.5361   0.2298     
445.3128   410.2916   0.2298     
445.4652   410.4411   0.2298     
445.6176   410.7062   0.2298     
445.7700   411.3918   0.2298     
445.9224   412.0157   0.2299     
446.0748   412.4004   0.2299     
446.2272   412.6637   0.2299     
446.3796   412.5121   0.2299     
446.5320   412.3771   0.2299     
446.6844   411.6335   0.2298     
446.8368   410.7768   0.2298     
446.9892   409.3976   0.2297     
447.1416   407.8120   0.2296     
447.2940   406.2566   0.2295     
447.4464   404.1791   0.2294     
447.5988   401.6487   0.2293     
447.7512   399.4290   0.2292     
447.9036   398.1209   0.2291     
448.0560   397.8195   0.2291     
448.2084   398.1556   0.2291     
448.3608   398.8000   0.2291     
448.5132   399.8946   0.2292     
448.6656   401.1357   0.2293     
448.8180   402.6009   0.2293     
448.9704   403.4747   0.2294     
449.1228   403.7591   0.2294     
449.2752   404.2421   0.2294     
449.4276   403.8847   0.2294     
449.5800   402.8405   0.2293     
449.7324   401.2126   0.2293     
449.8848   399.6742   0.2292     
450.0372   399.2875   0.2291     
450.1896   399.8873   0.2292     
450.3420   399.8912   0.2292     
450.4944   398.4341   0.2291     
450.6468   395.3813   0.2289     
450.7992   390.8367   0.2287     
450.9516   386.0282   0.2284     
451.1040   382.9948   0.2282     
451.2564   374.2737   0.2277     
451.4088   363.9388   0.2270     
451.5612   353.0685   0.2263     
451.7136   341.6547   0.2256     
451.8660   329.1419   0.2248     
452.0184   320.8806   0.2242     
452.1708   312.9625   0.2236     
452.3232   300.9550   0.2228     
452.4756   287.7464   0.2218     
452.6280   276.3798   0.2209     
452.7804   268.2379   0.2202     
452.9328   266.1579   0.2200     
453.0852   265.6889   0.2200     
453.2376   264.2555   0.2199     
453.3900   262.1266   0.2197     
453.5424   260.2881   0.2195     
453.6948   259.1956   0.2195     
453.8472   258.6111   0.2194     
453.9996   258.0954   0.2194     
454.1520   257.3417   0.2193     
454.3044   256.3736   0.2192     
454.4568   255.7440   0.2192     
454.6092   255.6886   0.2192     
454.7616   255.8334   0.2192     
454.9140   254.6575   0.2191     
455.0664   252.9784   0.2189     
455.2188   250.1721   0.2187     
455.3712   248.5153   0.2185     
455.5236   248.1759   0.2185     
455.6760   248.3857   0.2185     
455.8284   248.2145   0.2185     
455.9808   247.1790   0.2184     
456.1332   245.0288   0.2182     
456.2856   241.6056   0.2179     
456.4380   237.3618   0.2175     
456.5904   233.2765   0.2172     
456.7428   230.3587   0.2169     
456.8952   227.8090   0.2166     
457.0476   224.4872   0.2163     
457.2000   220.5368   0.2159     
457.3524   216.1801   0.2155     
457.5048   212.9000   0.2152     
457.6572   211.8807   0.2151     
457.8096   211.7648   0.2151     
457.9620   211.2997   0.2150     
458.1144   209.9157   0.2149     
458.2668   206.9196   0.2146     
458.4192   200.4684   0.2139     
458.5716   193.9875   0.2132     
458.7240   187.3526   0.2124     
458.8764   181.3110   0.2117     
459.0288   176.8608   0.2112     
459.1812   172.2314   0.2107     
459.3336   167.6385   0.2101     
459.4860   163.5471   0.2096     
459.6384   160.3399   0.2092     
459.7908   157.6294   0.2088     
459.9432   154.9980   0.2084     
460.0956   152.5300   0.2081     
460.2480   150.0171   0.2078     
460.4004   147.3077   0.2074     
460.5528   144.4033   0.2070     
460.7052   141.1582   0.2065     
460.8576   137.4432   0.2060     
461.0100   134.0355   0.2054     
461.1624   130.9953   0.2050     
461.3148   127.8019   0.2045     
461.4672   124.6580   0.2040     
461.6196   121.1661   0.2034     
461.7720   117.5052   0.2028     
461.9244   114.3885   0.2022     
462.0768   112.0450   0.2018     
462.2292   110.1796   0.2015     
462.3816   108.6681   0.2012     
462.5340   107.1733   0.2009     
462.6864   105.2547   0.2005     
462.8388   103.3750   0.2002     
462.9912   101.5452   0.1998     
463.1436   99.6934    0.1994     
463.2960   97.6994    0.1990     
463.4484   95.5767    0.1986     
463.6008   93.4447    0.1982     
463.7532   91.3852    0.1977     
463.9056   89.4089    0.1973     
464.0580   87.5665    0.1969     
464.2104   85.7857    0.1965     
464.3628   84.0429    0.1961     
464.5152   82.3448    0.1957     
464.6676   80.6809    0.1953     
464.8200   79.4721    0.1950     
464.9724   79.9824    0.1951     
465.1248   80.9466    0.1953     
465.2772   81.9211    0.1956     
465.4296   82.2728    0.1956     
465.5820   82.1569    0.1956     
465.7344   81.9467    0.1956     
465.8868   82.0966    0.1956     
466.0392   82.3970    0.1957     
466.1916   82.7880    0.1958     
466.3440   83.0413    0.1958     
466.4964   83.2850    0.1959     
466.6488   83.4953    0.1959     
466.8012   83.2999    0.1959     
466.9536   82.5975    0.1957     
467.1060   81.5612    0.1955     
467.2584   80.9858    0.1953     
467.4108   80.7535    0.1953     
467.5632   80.6829    0.1953     
467.7156   80.7758    0.1953     
467.8680   80.6237    0.1953     
468.0204   80.0800    0.1951     
468.1728   79.7204    0.1950     
468.3252   79.8258    0.1951     
468.4776   80.3330    0.1952     
468.6300   81.0351    0.1953     
468.7824   81.7163    0.1955     
468.9348   82.6897    0.1957     
469.0872   83.6489    0.1960     
469.2396   84.0302    0.1961     
469.3920   83.8264    0.1960     
469.5444   83.0262    0.1958     
469.6968   81.7431    0.1955     
469.8492   80.3821    0.1952     
470.0016   79.0737    0.1949     
470.1540   77.7198    0.1945     
470.3064   76.4486    0.1942     
470.4588   75.3387    0.1939     
470.6112   74.5878    0.1937     
470.7636   74.2618    0.1937     
470.9160   73.9531    0.1936     
471.0684   73.4974    0.1934     
471.2208   72.7089    0.1932     
471.3732   71.8179    0.1930     
471.5256   70.9568    0.1928     
471.6780   70.3269    0.1926     
471.8304   70.1515    0.1925     
471.9828   70.3062    0.1926     
472.1352   70.4371    0.1926     
472.2876   70.4773    0.1926     
472.4400   70.5111    0.1926     
472.5924   70.2905    0.1926     
472.7448   70.0136    0.1925     
472.8972   69.5000    0.1924     
473.0496   68.1659    0.1920     
473.2020   66.4764    0.1915     
473.3544   64.7729    0.1910     
473.5068   63.0693    0.1905     
473.6592   62.2619    0.1903     
473.8116   61.8818    0.1901     
473.9640   61.7204    0.1901     
474.1164   61.6642    0.1901     
474.2688   61.6088    0.1901     
474.4212   61.4464    0.1900     
474.5736   61.1687    0.1899     
474.7260   60.9366    0.1899     
474.8784   60.7854    0.1898     
475.0308   60.5353    0.1897     
475.1832   60.1389    0.1896     
475.3356   59.6829    0.1895     
475.4880   59.2830    0.1893     
475.6404   58.9641    0.1892     
475.7928   58.7823    0.1892     
475.9452   58.8275    0.1892     
476.0976   58.9393    0.1892     
476.2500   59.0891    0.1893     
476.4024   59.2002    0.1893     
476.5548   59.2117    0.1893     
476.7072   59.2924    0.1893     
476.8596   59.5010    0.1894     
477.0120   59.6674    0.1895     
477.1644   59.7085    0.1895     
477.3168   59.8617    0.1895     
477.4692   59.9886    0.1896     
477.6216   60.1877    0.1896     
477.7740   60.3956    0.1897     
477.9264   60.5136    0.1897     
478.0788   60.5783    0.1897     
478.2312   60.7905    0.1898     
478.3836   61.1121    0.1899     
478.5360   61.6228    0.1901     
478.6884   62.1485    0.1902     
478.8408   62.6665    0.1904     
478.9932   63.1307    0.1905     
479.1456   63.6002    0.1907     
479.2980   64.1090    0.1908     
479.4504   64.7031    0.1910     
479.6028   65.3591    0.1912     
479.7552   66.0213    0.1914     
479.9076   66.7414    0.1916     
480.0600   67.3027    0.1918     
480.2124   67.7649    0.1919     
480.3648   68.1414    0.1920     
480.5172   68.4419    0.1921     
480.6696   68.8625    0.1922     
480.8220   69.2656    0.1923     
480.9744   69.5733    0.1924     
481.1268   69.6757    0.1924     
481.2792   69.6828    0.1924     
481.4316   69.6300    0.1924     
481.5840   69.5420    0.1924     
481.7364   69.3203    0.1923     
481.8888   68.9895    0.1922     
482.0412   68.6014    0.1921     
482.1936   68.3085    0.1920     
482.3460   68.2084    0.1920     
482.4984   68.2780    0.1920     
482.6508   68.4604    0.1921     
482.8032   68.5374    0.1921     
482.9556   68.4830    0.1921     
483.1080   68.4037    0.1921     
483.2604   68.4716    0.1921     
483.4128   68.5098    0.1921     
483.5652   68.5955    0.1921     
483.7176   68.6533    0.1921     
483.8700   68.7284    0.1922     
484.0224   68.8797    0.1922     
484.1748   69.0712    0.1923     
484.3272   69.1813    0.1923     
484.4796   69.1958    0.1923     
484.6320   69.1132    0.1923     
484.7844   68.9485    0.1922     
484.9368   68.7041    0.1921     
485.0892   68.4715    0.1921     
485.2416   68.4540    0.1921     
485.3940   68.3953    0.1921     
485.5464   68.3100    0.1920     
485.6988   68.2149    0.1920     
485.8512   68.2994    0.1920     
486.0036   68.6903    0.1921     
486.1560   69.1885    0.1923     
486.3084   69.7182    0.1924     
486.4608   70.3503    0.1926     
486.6132   70.9266    0.1928     
486.7656   71.3658    0.1929     
486.9180   71.7015    0.1930     
487.0704   71.9713    0.1930     
487.2228   72.2399    0.1931     
487.3752   72.5619    0.1932     
487.5276   72.8702    0.1933     
487.6800   73.1220    0.1934     
487.8324   73.3929    0.1934     
487.9848   73.7916    0.1935     
488.1372   74.4892    0.1937     
488.2896   75.4638    0.1940     
488.4420   76.5967    0.1943     
488.5944   77.8393    0.1946     
488.7468   79.1289    0.1949     
488.8992   80.2862    0.1952     
489.0516   81.4966    0.1955     
489.2040   83.0206    0.1958     
489.3564   84.7640    0.1962     
489.5088   86.5006    0.1966     
489.6612   87.8757    0.1969     
489.8136   89.1143    0.1972     
489.9660   90.3010    0.1975     
490.1184   91.4656    0.1977     
490.2708   92.5619    0.1980     
490.4232   93.6262    0.1982     
490.5756   94.6064    0.1984     
490.7280   95.6748    0.1986     
490.8804   96.9364    0.1989     
491.0328   98.1755    0.1991     
491.1852   99.3045    0.1994     
491.3376   100.3652   0.1996     
491.4900   101.3137   0.1998     
491.6424   102.6340   0.2000     
491.7948   104.2935   0.2003     
491.9472   105.9639   0.2007     
492.0996   107.2597   0.2009     
492.2520   108.2598   0.2011     
492.4044   109.1056   0.2013     
492.5568   110.0041   0.2014     
492.7092   111.2861   0.2017     
492.8616   112.8363   0.2019     
493.0140   114.6724   0.2023     
493.1664   116.7940   0.2026     
493.3188   119.1918   0.2030     
493.4712   121.7591   0.2035     
493.6236   124.5499   0.2039     
493.7760   127.6801   0.2044     
493.9284   131.0880   0.2050     
494.0808   134.7279   0.2055     
494.2332   138.2807   0.2061     
494.3856   141.1513   0.2065     
494.5380   142.9399   0.2068     
494.6904   143.9512   0.2069     
494.8428   144.3167   0.2070     
494.9952   142.0370   0.2066     
495.1476   139.2771   0.2062     
495.3000   136.8028   0.2059     
495.4524   135.5653   0.2057     
495.6048   135.1804   0.2056     
495.7572   134.9368   0.2056     
495.9096   134.4013   0.2055     
496.0620   133.8941   0.2054     
496.2144   133.4939   0.2054     
496.3668   133.4677   0.2054     
496.5192   133.3878   0.2053     
496.6716   133.1023   0.2053     
496.8240   133.1537   0.2053     
496.9764   133.9249   0.2054     
497.1288   135.6134   0.2057     
497.2812   136.6446   0.2058     
497.4336   136.8929   0.2059     
497.5860   136.8921   0.2059     
497.7384   136.6061   0.2058     
497.8908   136.7496   0.2059     
498.0432   137.5487   0.2060     
498.1956   137.7918   0.2060     
498.3480   137.3531   0.2059     
498.5004   136.3795   0.2058     
498.6528   134.9253   0.2056     
498.8052   133.0210   0.2053     
498.9576   130.3709   0.2049     
499.1100   127.9369   0.2045     
499.2624   126.6158   0.2043     
499.4148   126.3213   0.2042     
499.5672   126.6657   0.2043     
499.7196   127.4001   0.2044     
499.8720   128.1099   0.2045     
500.0244   128.4888   0.2046     
500.1768   128.9461   0.2046     
500.3292   129.7490   0.2048     
500.4816   131.3151   0.2050     
500.6340   133.3932   0.2053     
500.7864   135.7563   0.2057     
500.9388   138.5757   0.2061     
501.0912   141.5740   0.2066     
501.2436   144.5140   0.2070     
501.3960   147.2198   0.2074     
501.5484   149.8234   0.2077     
501.7008   151.8691   0.2080     
501.8532   153.1586   0.2082     
502.0056   154.4118   0.2084     
502.1580   155.4176   0.2085     
502.3104   156.4974   0.2087     
502.4628   157.3776   0.2088     
502.6152   158.1152   0.2089     
502.7676   158.9657   0.2090     
502.9200   160.1006   0.2091     
503.0724   161.4191   0.2093     
503.2248   162.5376   0.2094     
503.3772   163.4619   0.2096     
503.5296   164.7847   0.2097     
503.6820   166.3385   0.2099     
503.8344   167.8571   0.2101     
503.9868   169.1721   0.2103     
504.1392   170.2963   0.2104     
504.2916   171.4258   0.2106     
504.4440   172.4698   0.2107     
504.5964   173.8045   0.2109     
504.7488   175.3020   0.2110     
504.9012   176.9221   0.2112     
505.0536   178.7506   0.2114     
505.2060   180.6150   0.2117     
505.3584   182.4533   0.2119     
505.5108   184.0132   0.2121     
505.6632   185.0751   0.2122     
505.8156   185.8915   0.2123     
505.9680   186.3666   0.2123     
506.1204   187.0948   0.2124     
506.2728   187.6424   0.2125     
506.4252   187.9303   0.2125     
506.5776   188.2886   0.2125     
506.7300   188.7417   0.2126     
506.8824   189.4976   0.2127     
507.0348   190.7416   0.2128     
507.1872   192.4756   0.2130     
507.3396   193.8846   0.2132     
507.4920   195.2691   0.2133     
507.6444   196.4661   0.2135     
507.7968   197.4225   0.2136     
507.9492   198.4769   0.2137     
508.1016   199.5558   0.2138     
508.2540   199.8487   0.2138     
508.4064   199.0728   0.2137     
508.5588   197.2054   0.2135     
508.7112   195.5209   0.2133     
508.8636   193.9554   0.2132     
509.0160   192.2026   0.2130     
509.1684   190.2407   0.2128     
509.3208   187.8307   0.2125     
509.4732   185.3018   0.2122     
509.6256   183.8000   0.2120     
509.7780   182.7552   0.2119     
509.9304   182.0457   0.2118     
510.0828   182.2473   0.2119     
510.2352   182.7793   0.2119     
510.3876   183.4874   0.2120     
510.5400   184.2854   0.2121     
510.6924   184.8480   0.2122     
510.8448   185.4301   0.2122     
510.9972   186.0486   0.2123     
511.1496   186.7079   0.2124     
511.3020   187.2662   0.2124     
511.4544   187.7575   0.2125     
511.6068   188.3375   0.2126     
511.7592   189.1561   0.2126     
511.9116   190.1481   0.2128     
512.0640   190.5448   0.2128     
512.2164   190.0450   0.2127     
512.3688   189.3637   0.2127     
512.5212   188.5986   0.2126     
512.6736   187.6147   0.2125     
512.8260   187.0360   0.2124     
512.9784   186.7486   0.2124     
513.1308   186.4038   0.2123     
513.2832   185.7927   0.2123     
513.4356   185.4225   0.2122     
513.5880   185.0893   0.2122     
513.7404   185.0946   0.2122     
513.8928   184.9658   0.2122     
514.0452   184.5726   0.2121     
514.1976   183.9939   0.2121     
514.3500   183.8542   0.2120     
514.5024   184.1868   0.2121     
514.6548   184.6506   0.2121     
